species_binom,Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG
Xanthostemon_paradoxus,6062,Wright_2019,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.4528,131.1083,4.43,0.604,379,7.334437086,85.5530474,627.4834437,-12.4528131.1083
Xanthostemon_paradoxus,6061,Wright_2019,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.4528,131.1083,3.4,0.555,380,6.126126126,111.7647059,684.6846847,-12.4528131.1083
Xanthostemon_paradoxus,6060,Wright_2019,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.4528,131.1083,2.33,0.564,381,4.131205674,163.5193133,675.5319149,-12.4528131.1083
Xanthostemon_paradoxus,6086,Wright_2019,Myrtaceae,Xanthostemon,woody,long,0,EcM-AM,-12.4528,131.1083,4.3,NA,NA,NA,NA,NA,-12.4528131.1083
Eucalyptus_macrorhyncha,4291,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,19.1,NA,550,NA,28.79581152,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4290,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,14.5,NA,556,NA,38.34482759,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4300,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,14.6,NA,574,NA,39.31506849,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4301,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,13.7,NA,544,NA,39.7080292,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4304,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.8,NA,543,NA,42.421875,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4303,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.4,NA,545,NA,43.9516129,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4286,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.7,NA,559,NA,44.01574803,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4289,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.4,NA,549,NA,44.27419355,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4302,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.4,NA,552,NA,44.51612903,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4317,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.1,NA,543,NA,44.87603306,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4315,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.6,NA,568,NA,45.07936508,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4293,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.4,NA,559,NA,45.08064516,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4305,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.2,NA,560,NA,45.90163934,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4294,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.5,NA,575,NA,46,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4284,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.1,NA,561,NA,46.36363636,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4287,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.1,NA,562,NA,46.44628099,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4311,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,12.7,NA,595,NA,46.8503937,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4309,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.6,NA,546,NA,47.06896552,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4285,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.8,NA,560,NA,47.45762712,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4288,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.9,NA,566,NA,47.56302521,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4310,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.9,NA,587,NA,49.32773109,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4292,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.4,NA,563,NA,49.38596491,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4313,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11.1,NA,554,NA,49.90990991,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4298,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11,NA,560,NA,50.90909091,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4296,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.8,NA,560,NA,51.85185185,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4295,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,11,NA,577,NA,52.45454545,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4306,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.7,NA,564,NA,52.71028037,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4314,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.3,NA,543,NA,52.7184466,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4316,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.6,NA,561,NA,52.9245283,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4297,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.3,NA,553,NA,53.68932039,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4312,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,9.67,NA,521,NA,53.87797311,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4307,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.1,NA,566,NA,56.03960396,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4308,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,10.4,NA,583,NA,56.05769231,NA,-34.4572149.469
Eucalyptus_macrorhyncha,4299,MacinnisNg_2016,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.4572,149.469,9.91,NA,559,NA,56.40766902,NA,-34.4572149.469
Eucalyptus_dumosa,3646,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.749,0.3,NA,29.16333333,NA,NA,-34.003140.58
Eucalyptus_dumosa,3647,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,10.138,0.421,NA,24.0807601,NA,NA,-34.003140.58
Eucalyptus_dumosa,3648,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,9.282,0.436,NA,21.28899083,NA,NA,-34.003140.58
Eucalyptus_dumosa,3649,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.871,0.433,NA,20.48729792,NA,NA,-34.003140.58
Eucalyptus_dumosa,3650,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.958,0.582,NA,15.39175258,NA,NA,-34.003140.58
Eucalyptus_dumosa,3651,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.415,0.372,NA,22.62096774,NA,NA,-34.003140.58
Eucalyptus_dumosa,3652,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,11.396,0.46,NA,24.77391304,NA,NA,-34.003140.58
Eucalyptus_dumosa,3653,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,10.884,0.413,NA,26.3535109,NA,NA,-34.003140.58
Eucalyptus_socialis,3638,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,11.47,0.534,NA,21.47940075,NA,NA,-34.003140.58
Eucalyptus_socialis,3639,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,11.776,0.415,NA,28.37590361,NA,NA,-34.003140.58
Eucalyptus_socialis,3640,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,9.702,0.524,NA,18.51526718,NA,NA,-34.003140.58
Eucalyptus_socialis,3641,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.898,0.435,NA,20.45517241,NA,NA,-34.003140.58
Eucalyptus_socialis,3642,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,10.24,0.474,NA,21.60337553,NA,NA,-34.003140.58
Eucalyptus_socialis,3643,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,10.477,0.465,NA,22.5311828,NA,NA,-34.003140.58
Eucalyptus_socialis,3644,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,8.79,0.441,NA,19.93197279,NA,NA,-34.003140.58
Eucalyptus_socialis,3645,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-34.003,140.58,10.759,0.563,NA,19.11012433,NA,NA,-34.003140.58
Eucalyptus_transcontinentalis,3724,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,16.578,0.533,NA,31.10318949,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3725,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,14.946,0.538,NA,27.78066914,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3726,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,13.608,0.488,NA,27.8852459,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3727,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,12.446,0.389,NA,31.99485861,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3728,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,10.968,0.465,NA,23.58709677,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3729,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,11.637,0.473,NA,24.602537,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3730,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,12.459,0.458,NA,27.20305677,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3731,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,12.1,0.435,NA,27.81609195,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3732,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,13.317,0.407,NA,32.71990172,NA,NA,-30.191120.654
Eucalyptus_transcontinentalis,3733,Bloomfield_2018,Myrtaceae,Eucalyptus,woody,long,0,EcM-AM,-30.191,120.654,11.159,0.373,NA,29.91689008,NA,NA,-30.191120.654
Acacia_hemiteles,1406,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,18.496,0.417,NA,44.35491607,NA,NA,-30.191120.654
Acacia_hemiteles,1407,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,31.651,0.935,NA,33.8513369,NA,NA,-30.191120.654
Acacia_hemiteles,1408,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,22.403,0.437,NA,51.26544622,NA,NA,-30.191120.654
Acacia_hemiteles,1409,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,19.687,0.441,NA,44.64172336,NA,NA,-30.191120.654
Acacia_hemiteles,1410,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,24.78,0.681,NA,36.3876652,NA,NA,-30.191120.654
Acacia_hemiteles,1411,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,19.625,0.442,NA,44.40045249,NA,NA,-30.191120.654
Acacia_hemiteles,1412,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,20.527,0.513,NA,40.01364522,NA,NA,-30.191120.654
Acacia_hemiteles,1413,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,20.691,0.511,NA,40.49119374,NA,NA,-30.191120.654
Atriplex_nummularia,674,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,20.125,0.572,NA,35.18356643,NA,NA,-30.191120.654
Atriplex_nummularia,675,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,20.765,0.557,NA,37.28007181,NA,NA,-30.191120.654
Atriplex_nummularia,676,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,21.588,0.452,NA,47.76106195,NA,NA,-30.191120.654
Atriplex_nummularia,677,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,19.592,0.468,NA,41.86324786,NA,NA,-30.191120.654
Atriplex_nummularia,678,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,17.695,0.564,NA,31.37411348,NA,NA,-30.191120.654
Atriplex_nummularia,679,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,16.686,0.426,NA,39.16901408,NA,NA,-30.191120.654
Atriplex_nummularia,680,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,23.978,0.79,NA,30.35189873,NA,NA,-30.191120.654
Atriplex_nummularia,681,Bloomfield_2018,Chenopodiaceae,Atriplex,woody,long,0,NM-AM,-30.191,120.654,34.256,1.256,NA,27.27388535,NA,NA,-30.191120.654
Beyeria_opaca,1231,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,16.052,0.583,NA,27.53344768,NA,NA,-34.003140.58
Beyeria_opaca,1232,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,18.623,0.67,NA,27.79552239,NA,NA,-34.003140.58
Beyeria_opaca,1233,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,13.941,0.445,NA,31.32808989,NA,NA,-34.003140.58
Beyeria_opaca,1234,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,13.988,0.469,NA,29.82515991,NA,NA,-34.003140.58
Beyeria_opaca,1235,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,15.279,0.546,NA,27.98351648,NA,NA,-34.003140.58
Beyeria_opaca,1236,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,14.575,0.556,NA,26.21402878,NA,NA,-34.003140.58
Beyeria_opaca,1237,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,12.603,0.49,NA,25.72040816,NA,NA,-34.003140.58
Beyeria_opaca,1238,Bloomfield_2018,Euphorbiaceae,Beyeria,woody,long,0,AM,-34.003,140.58,11.677,0.475,NA,24.58315789,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7524,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,13.349,0.485,NA,27.52371134,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7525,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,11.249,0.416,NA,27.04086538,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7526,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,15.975,0.475,NA,33.63157895,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7527,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,14.945,0.534,NA,27.98689139,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7530,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,18.016,0.584,NA,30.84931507,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7531,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,16.21,0.503,NA,32.22664016,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7532,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,14.342,0.537,NA,26.70763501,NA,NA,-34.003140.58
Dodonaea_bursariifolia,7533,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,15.644,0.638,NA,24.52037618,NA,NA,-34.003140.58
Eremophila_glabra,7677,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,18.887,0.98,NA,19.27244898,NA,NA,-34.003140.58
Eremophila_glabra,7678,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,17.764,0.851,NA,20.87426557,NA,NA,-34.003140.58
Eremophila_glabra,7681,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,16.67,1.2,NA,13.89166667,NA,NA,-34.003140.58
Eremophila_glabra,7682,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,14.963,1.047,NA,14.2913085,NA,NA,-34.003140.58
Eremophila_glabra,7683,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,15.005,0.778,NA,19.28663239,NA,NA,-34.003140.58
Eremophila_glabra,7684,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,14.164,0.689,NA,20.55732946,NA,NA,-34.003140.58
Eremophila_glabra,7687,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,15.252,0.709,NA,21.51198872,NA,NA,-34.003140.58
Eremophila_glabra,7688,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-34.003,140.58,14.186,0.907,NA,15.64057332,NA,NA,-34.003140.58
Eremophila_scoparia,7699,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,11.274,1.043,NA,10.80920422,NA,NA,-30.191120.654
Eremophila_scoparia,7700,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,16.146,1.246,NA,12.95826645,NA,NA,-30.191120.654
Eremophila_scoparia,7701,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,12.446,0.837,NA,14.869773,NA,NA,-30.191120.654
Eremophila_scoparia,7702,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,12.969,0.44,NA,29.475,NA,NA,-30.191120.654
Eremophila_scoparia,7703,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,16.777,1.098,NA,15.27959927,NA,NA,-30.191120.654
Eremophila_scoparia,7704,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,17.32,0.939,NA,18.44515442,NA,NA,-30.191120.654
Eremophila_scoparia,7705,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,18.806,1.097,NA,17.14311759,NA,NA,-30.191120.654
Eremophila_scoparia,7706,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,18.005,1.11,NA,16.22072072,NA,NA,-30.191120.654
Eremophila_scoparia,7707,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,27.549,0.89,NA,30.95393258,NA,NA,-30.191120.654
Eremophila_scoparia,7708,Bloomfield_2018,Scrophulariaceae,Eremophila,woody,long,0,AM,-30.191,120.654,25.701,0.992,NA,25.90826613,NA,NA,-30.191120.654
Grevillea_huegelii,6581,Bloomfield_2018,Proteaceae,Grevillea,woody,long,0,NM,-34.003,140.58,8.45,0.315,NA,26.82539683,NA,NA,-34.003140.58
Grevillea_huegelii,6582,Bloomfield_2018,Proteaceae,Grevillea,woody,long,0,NM,-34.003,140.58,7.981,0.33,NA,24.18484848,NA,NA,-34.003140.58
Maireana_sedifolia,682,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,37.24,0.445,NA,83.68539326,NA,NA,-30.191120.654
Maireana_sedifolia,683,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,44.921,0.544,NA,82.57536765,NA,NA,-30.191120.654
Maireana_sedifolia,684,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,35.415,0.365,NA,97.02739726,NA,NA,-30.191120.654
Maireana_sedifolia,685,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,28.478,0.302,NA,94.29801325,NA,NA,-30.191120.654
Maireana_sedifolia,686,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,26.705,0.337,NA,79.24332344,NA,NA,-30.191120.654
Maireana_sedifolia,687,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,30.119,0.391,NA,77.03069054,NA,NA,-30.191120.654
Maireana_sedifolia,688,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,34.526,0.489,NA,70.60531697,NA,NA,-30.191120.654
Maireana_sedifolia,689,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,44.437,0.626,NA,70.985623,NA,NA,-30.191120.654
Maireana_sedifolia,690,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,36.949,0.389,NA,94.98457584,NA,NA,-30.191120.654
Maireana_sedifolia,691,Bloomfield_2018,Chenopodiaceae,Maireana,woody,long,0,NM-AM,-30.191,120.654,46.363,0.774,NA,59.9005168,NA,NA,-30.191120.654
Senna_artemisioides,1381,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,16.615,0.807,NA,20.58859975,NA,NA,-34.003140.58
Senna_artemisioides,1382,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,17.652,0.811,NA,21.76572133,NA,NA,-34.003140.58
Senna_artemisioides,1383,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,18.785,0.844,NA,22.257109,NA,NA,-34.003140.58
Senna_artemisioides,1384,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,17.505,0.758,NA,23.09366755,NA,NA,-34.003140.58
Senna_artemisioides,1385,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,14.722,0.786,NA,18.7302799,NA,NA,-34.003140.58
Senna_artemisioides,1386,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,15.829,0.747,NA,21.19009371,NA,NA,-34.003140.58
Senna_artemisioides,1387,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,16.595,0.74,NA,22.42567568,NA,NA,-34.003140.58
Senna_artemisioides,1388,Bloomfield_2018,Fabaceae,Senna,woody,long,0,AM,-34.003,140.58,20.522,0.886,NA,23.16252822,NA,NA,-34.003140.58
Acacia_aneura,1414,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,21.328,0.617,NA,34.56726094,NA,NA,-30.191120.654
Acacia_aneura,1415,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,21.186,0.618,NA,34.2815534,NA,NA,-30.191120.654
Acacia_aneura,1416,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,17.993,0.476,NA,37.80042017,NA,NA,-30.191120.654
Acacia_aneura,1417,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,13.752,0.44,NA,31.25454545,NA,NA,-30.191120.654
Acacia_aneura,1418,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,14.942,0.363,NA,41.16253444,NA,NA,-30.191120.654
Acacia_aneura,1419,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,13.21,0.399,NA,33.10776942,NA,NA,-30.191120.654
Acacia_aneura,1420,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,16.162,0.492,NA,32.8495935,NA,NA,-30.191120.654
Acacia_aneura,1421,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,14.728,0.444,NA,33.17117117,NA,NA,-30.191120.654
Acacia_aneura,1422,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,19.221,0.538,NA,35.7267658,NA,NA,-30.191120.654
Acacia_aneura,1423,Bloomfield_2018,Fabaceae,Acacia,woody,long,1,EcM-AM,-30.191,120.654,19.847,0.503,NA,39.45725646,NA,NA,-30.191120.654
Dodonaea_viscosa,7528,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,24.79,1.21,NA,20.48760331,NA,NA,-34.003140.58
Dodonaea_viscosa,7529,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,22.656,0.989,NA,22.90798787,NA,NA,-34.003140.58
Dodonaea_viscosa,7534,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,14.022,0.546,NA,25.68131868,NA,NA,-34.003140.58
Dodonaea_viscosa,7535,Bloomfield_2018,Sapindaceae,Dodonaea,woody,long,0,AM,-34.003,140.58,14.649,0.665,NA,22.02857143,NA,NA,-34.003140.58
